title,genres,rating
"Stoning of Soraya M., The (2008)",Crime|Drama,[4.5]
"Proposal, The (2009)",Comedy|Romance,"[4.5, 3.5, 3.0, 3.0, 3.0, 3.5, 3.5, 3.5, 5.0, 4.0, 1.5, 4.5, 2.5, 3.0, 3.0, 5.0]"
Year One (2009),Adventure|Comedy,"[4.0, 3.0, 0.5, 3.5, 2.5, 3.0, 3.0]"
"Land That Time Forgot, The (1975)",Adventure|Sci-Fi,"[1.0, 2.0]"
Garfield's Pet Force (2009),Animation,[5.0]
"Hurt Locker, The (2008)",Action|Drama|Thriller|War,"[4.0, 4.0, 4.0, 4.5, 4.5, 1.0, 5.0, 5.0, 4.5, 4.0, 4.5, 5.0, 4.5, 4.0, 5.0, 3.0, 3.5, 3.5, 4.5, 4.0, 4.0, 4.5, 4.5, 5.0, 4.0, 4.5, 4.0, 2.5, 3.5, 4.0, 4.0, 4.0, 3.0, 4.5]"
Breakfast with Scot (2007),Drama|Romance,[3.5]
"Limits of Control, The (2009)",Crime|Drama|Film-Noir,"[2.5, 3.0]"
Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller,"[4.5, 4.5, 4.0]"
Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,"[3.5, 1.5, 3.5, 3.0, 3.5, 3.0, 3.0, 3.5, 2.0, 2.5, 1.0, 3.0, 4.0, 3.0, 1.0, 2.0, 1.0, 1.0, 1.5, 2.0]"
Home (2009),Documentary,"[5.0, 4.0]"
Whatever Works (2009),Comedy|Romance,"[3.0, 3.0]"
Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance,"[2.5, 1.5, 3.5]"
Public Enemies (2009),Crime|Drama|Thriller,"[4.0, 2.5, 3.5, 4.0, 3.0, 3.5, 1.0, 3.0, 3.0]"
Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,"[4.0, 1.0, 3.0, 1.0, 4.0, 1.5, 4.0, 0.5, 0.5, 3.0, 4.0, 2.5, 3.5, 4.0]"
Prison Break: The Final Break (2009),Action|Drama|Thriller,[3.5]
Daria: Is It College Yet? (2002),Animation|Comedy,[1.0]
My Sister's Keeper (2009),Drama,[4.0]
Hood of Horror (2006),Comedy|Drama|Horror,[4.5]
Watchmen: Tales of the Black Freighter (2009),Action|Adventure|Animation|Horror,[3.5]
(500) Days of Summer (2009),Comedy|Drama|Romance,"[4.0, 4.0, 0.5, 3.5, 4.5, 4.0, 4.0, 4.0, 2.5, 4.0, 5.0, 1.0, 3.0, 5.0, 3.5, 3.5, 5.0, 3.5, 4.5, 5.0, 4.0, 4.0, 2.0, 3.0, 4.0, 4.0, 3.5, 4.5, 4.0, 2.5, 1.5, 5.0, 4.5, 4.5, 4.0, 4.0, 2.5, 4.0, 4.5, 4.0, 2.5, 3.5]"
Brüno (Bruno) (2009),Comedy,"[4.0, 4.5, 2.5, 4.0, 4.0, 4.5, 2.0, 3.0, 4.5, 3.5]"
"Librarian, The: The Curse of the Judas Chalice (2008)",Action|Adventure|Fantasy,"[4.0, 3.5]"
Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,"[3.0, 4.0, 4.5, 4.0, 3.5, 1.5, 4.0, 5.0, 4.0, 2.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.5, 3.5, 2.5, 3.5, 5.0, 4.0, 3.5, 5.0, 4.0, 3.0, 3.0, 3.5, 4.5, 4.0, 2.5, 4.0, 4.5, 3.5, 2.5, 4.0, 5.0, 4.5, 3.5, 3.0, 5.0, 4.5, 5.0, 4.0, 3.0, 5.0, 3.0, 4.0, 4.0, 4.0, 3.5, 4.5, 4.0, 3.5, 4.5, 4.0, 4.0]"
Roots (1977),Drama|War,"[3.5, 3.5, 2.5]"
Eichmann (2007),Drama|War,[5.0]
Open Water 2: Adrift (2006),Drama|Thriller,[2.5]
"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy,"[3.5, 4.5, 4.5, 4.0, 4.0, 2.5, 3.5, 4.0, 3.5, 4.5, 3.5, 4.0, 5.0, 3.0, 4.0, 3.0]"
9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),Documentary,[3.5]
Humpday (2009),Comedy,[2.5]
Polytechnique (2009),Crime|Drama,[1.5]
Orphan (2009),Drama|Horror|Mystery|Thriller,"[2.5, 4.0, 3.5, 2.0]"
"Ugly Truth, The (2009)",Comedy|Drama|Romance,"[3.0, 5.0, 3.0, 4.0, 4.0, 3.0, 3.5, 4.0, 3.5, 3.5, 3.5, 4.0]"
"Collector, The (2009)",Crime|Horror|Thriller,[3.5]
"Perfect Getaway, A (2009)",Horror|Thriller,[4.0]
District 9 (2009),Mystery|Sci-Fi|Thriller,"[3.5, 3.5, 3.5, 0.5, 4.0, 4.5, 4.0, 4.0, 5.0, 4.0, 3.5, 4.5, 3.5, 4.0, 3.5, 4.5, 4.0, 0.5, 2.5, 2.0, 4.0, 4.0, 4.0, 2.5, 4.0, 5.0, 3.5, 3.0, 4.5, 4.0, 4.0, 4.5, 3.5, 4.0, 2.0, 4.5, 2.0, 3.0, 3.0, 4.0, 3.0, 2.0, 5.0, 3.5, 5.0, 4.5, 5.0, 4.5, 3.5, 5.0, 4.5, 5.0, 3.5, 4.5, 4.0, 5.0, 4.0, 3.5, 3.0, 5.0, 4.0, 4.5, 3.0, 4.5, 4.5]"
Julie & Julia (2009),Comedy|Drama|Romance,"[0.5, 3.0, 4.0, 3.5, 4.5, 3.0, 4.0, 3.0, 2.0, 1.0, 3.5, 3.5]"
Obsessed (2009),Crime|Drama|Thriller,[3.5]
Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller,"[3.5, 3.5]"
Hannah Montana: The Movie (2009),Comedy|Drama|Musical|Romance,[3.5]
G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,"[1.5, 2.0, 3.0, 2.5, 3.0, 2.5, 3.0, 3.5]"
12 Rounds (2009),Action|Thriller,"[3.0, 3.0, 3.0]"
Max Manus (2008),Action|Drama|War,[5.0]
Winds of the Wasteland (1936),Western,[3.5]
Lost in Austen (2008),Drama|Fantasy|Romance|Sci-Fi,"[4.0, 4.0, 3.0]"
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,"[3.5, 4.0, 4.0]"
"Deal, The (2008)",Comedy,[2.0]
"Goods: Live Hard, Sell Hard, The (2009)",Comedy,"[4.0, 4.5, 3.5, 2.5]"
"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,"[4.0, 3.5, 4.5, 4.0, 3.5]"
I Can't Think Straight (2007),Drama|Romance,[4.0]
Miss March (2009),Comedy,"[3.5, 0.5, 4.5]"
"I Love You, Beth Cooper (2009)",Comedy|Romance,[2.5]
Paper Heart (2009),Comedy|Documentary|Drama|Romance,"[1.0, 4.5]"
G-Force (2009),Action|Adventure|Children|Fantasy,[3.5]
Christopher Columbus: The Discovery (1992),Adventure,[2.0]
Tetro (2009),Drama|Mystery,[4.5]
Bronson (2009),Action|Comedy|Drama|Thriller,"[4.0, 4.0, 3.5]"
It Might Get Loud (2008),Documentary,"[4.5, 3.0]"
My Life in Ruins (2009),Comedy,[2.0]
Troll 2 (1990),Fantasy|Horror,"[5.0, 0.5, 5.0]"
Taking Woodstock (2009),Comedy,"[2.0, 3.5, 3.5]"
If These Walls Could Talk (1996),Drama,[2.5]
Halloween II (2009),Horror|Thriller,"[3.5, 1.0, 4.5]"
"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,"[4.0, 4.0, 4.5, 1.0, 4.5, 4.0, 5.0]"
9 (2009),Adventure|Animation|Sci-Fi,"[4.0, 1.5, 4.0, 3.5, 3.5, 3.5, 4.0, 4.5, 5.0, 4.0, 4.0, 2.5, 4.0, 3.0]"
Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,"[2.5, 4.5, 4.0, 3.0, 4.0]"
"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery,[4.5]
Green Lantern: First Flight (2009),Action|Adventure|Animation|Fantasy|Sci-Fi,[3.5]
"Most Hated Family in America, The (2007)",Documentary,"[4.0, 5.0]"
Pandorum (2009),Horror|Sci-Fi|Thriller,"[3.5, 4.0, 2.0, 4.0, 3.5]"
Death of a Cyclist (Muerte de un ciclista) (1955),Drama,[3.0]
"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama,"[3.0, 2.5, 3.5, 4.0, 4.5, 3.0, 3.0, 4.0, 3.0]"
"Hunt For Gollum, The (2009)",Action|Adventure|Fantasy,[3.0]
Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,"[0.5, 1.5]"
"Informant!, The (2009)",Comedy|Crime|Drama|Thriller,"[3.5, 4.5, 3.0]"
Extract (2009),Comedy,"[1.0, 3.0]"
"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror|Thriller,"[2.0, 3.0, 3.0]"
Gamer (2009),Action|Sci-Fi|Thriller,"[3.5, 3.5, 3.5, 4.0, 3.5, 3.0, 3.0]"
Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,"[2.5, 2.0, 4.5, 4.0, 3.5, 4.5, 5.0, 3.0, 4.0, 2.0, 4.0, 3.0, 3.0, 4.5, 2.5, 4.0, 4.0]"
Tyler Perry's I Can Do Bad All by Myself (2009),Comedy|Drama,[5.0]
"Food, Inc. (2008)",Documentary,"[4.5, 3.0, 3.5, 3.0, 4.0, 4.0, 4.5, 3.0]"
Attack of the 50 Foot Woman (1958),Comedy|Sci-Fi,[4.5]
Thirst (Bakjwi) (2009),Drama|Horror,"[4.5, 3.0, 4.5]"
Bright Star (2009),Drama|Romance,[3.5]
Blood Creek (a.k.a. Town Creek) (2009),Horror,[3.0]
Paranormal Activity (2009),Horror|Thriller,"[2.0, 2.5, 4.5, 5.0, 3.0]"
World's Greatest Dad (2009),Comedy|Drama,"[4.5, 1.5]"
Still Walking (Aruitemo aruitemo) (2008),Drama,[1.0]
"Blood of the Beasts (Sang des bêtes, Le) (1949)",Documentary|Drama,[4.0]
"Cove, The (2009)",Documentary,"[5.0, 4.0, 4.0, 4.0]"
"Serious Man, A (2009)",Comedy|Drama,"[0.5, 2.5, 2.5, 4.0, 4.0, 4.5, 4.5, 3.0, 3.0, 3.0, 4.0]"
City Island (2009),Comedy|Drama,[4.0]
Ink (2009),Action|Fantasy|Sci-Fi,[3.5]
Metropia (2009),Animation|Sci-Fi,[2.5]
"Haunted World of El Superbeasto, The (2009)",Action|Animation|Comedy|Horror|Thriller,[3.5]
Trick 'r Treat (2007),Comedy|Horror|Thriller,[2.5]
Whip It (2009),Comedy|Drama,"[4.0, 3.5, 1.0, 4.0, 3.0]"
"Invention of Lying, The (2009)",Comedy,"[4.5, 1.5, 3.5, 1.0, 3.0, 0.5]"
Surrogates (2009),Action|Sci-Fi|Thriller,"[3.0, 2.0, 4.0, 3.0, 3.0, 2.5, 4.0, 3.0, 3.5, 1.5, 5.0, 5.0, 0.5, 2.5]"
Zombieland (2009),Action|Comedy|Horror,"[3.0, 4.5, 3.5, 4.0, 5.0, 5.0, 4.0, 2.0, 3.5, 4.0, 3.5, 4.5, 3.5, 1.0, 5.0, 2.0, 4.0, 4.0, 4.0, 4.5, 4.5, 4.5, 4.0, 4.0, 4.0, 5.0, 2.5, 4.0, 4.0, 5.0, 5.0, 3.5, 2.0, 3.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.5, 3.5, 4.0, 4.0, 3.5, 4.0, 5.0, 4.5, 3.5, 4.5, 3.0, 3.5, 3.0, 3.5]"
Assassination of a High School President (2008),Comedy|Drama|Mystery,[1.0]
"Education, An (2009)",Drama|Romance,"[5.0, 3.5, 4.0, 4.0, 3.5, 3.0]"
Coco Before Chanel (Coco avant Chanel) (2009),Drama,[4.0]
Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Documentary,[3.5]
Couples Retreat (2009),Comedy|Romance,"[4.5, 2.5, 3.0]"
I Sell the Dead (2008),Comedy|Horror,"[1.5, 3.5]"
Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX,"[0.5, 3.0, 2.0, 0.5, 2.5, 4.5, 2.5, 3.0, 4.0, 2.5, 3.0, 4.0]"
Legionnaire (1998),Action|Adventure|Drama|War,[0.5]
"New York, I Love You (2009)",Drama|Romance,"[3.5, 3.5, 2.5, 4.5]"
Law Abiding Citizen (2009),Drama|Thriller,"[3.0, 4.0, 3.5, 2.5, 4.0, 2.0, 2.5, 3.0]"
"Misfortunates, The (De helaasheid der dingen) (2009)",Drama,[3.0]
Mary and Max (2009),Animation|Comedy|Drama,"[4.5, 4.0, 4.0, 4.5, 3.0, 4.0, 3.5, 5.0, 5.0, 4.5]"
Spread (2009),Drama|Romance,[3.5]
"Tournament, The (2009)",Action,[2.5]
"Princess and the Pirate, The (1944)",Adventure|Comedy|Romance,[4.0]
Aelita: The Queen of Mars (Aelita) (1924),Action|Adventure|Drama|Fantasy|Romance|Sci-Fi|Thriller,[4.5]
Up in the Air (2009),Drama|Romance,"[2.5, 3.5, 4.0, 3.5, 4.0, 4.5, 3.5, 4.0, 4.0, 3.5, 4.0, 4.0, 3.5, 3.0, 1.5, 3.0, 5.0, 4.0, 4.5, 4.0, 4.0, 3.0, 4.5, 3.5, 3.0, 4.5, 4.5, 4.5, 3.0, 4.0, 3.0, 4.0]"
Balance (1989),Animation|Drama|Mystery|Sci-Fi|Thriller,[4.5]
Saw VI (2009),Crime|Horror|Mystery|Thriller,"[4.5, 3.0, 3.0]"
Love Exposure (Ai No Mukidashi) (2008),Action|Comedy|Drama|Romance,[5.0]
Cirque du Freak: The Vampire's Assistant (2009),Action|Adventure|Comedy|Fantasy|Horror|Thriller,[2.0]
"Boondock Saints II: All Saints Day, The (2009)",Action|Crime|Drama|Thriller,"[1.0, 5.0, 3.5, 4.0]"
Black Dynamite (2009),Action|Comedy,"[5.0, 2.0]"
Welcome to Dongmakgol (2005),Comedy|Drama|War,[4.5]
Gentlemen Broncos (2009),Comedy,"[1.0, 3.5]"
Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,"[3.5, 4.0, 5.0, 5.0, 4.5, 4.5, 3.0, 1.5, 4.5, 4.0, 5.0, 4.0, 5.0, 4.5, 4.0, 4.5, 3.0, 4.0]"
"Christmas Carol, A (2009)",Animation|Children|Drama|Fantasy|IMAX,"[3.5, 2.5]"
Battlestar Galactica: The Plan (2009),Action|Adventure|Drama|Sci-Fi,"[4.5, 4.0]"
"Private Lives of Pippa Lee, The (2009)",Drama,[3.5]
Partly Cloudy (2009),Animation|Children|Comedy|Fantasy,"[4.5, 4.5, 4.5, 4.0]"
2012 (2009),Action|Drama|Sci-Fi|Thriller,"[0.5, 3.0, 3.5, 2.0, 1.0, 2.0, 3.0, 2.0, 0.5, 3.0, 3.5, 3.0, 2.0, 4.0, 3.5, 2.0, 4.0, 1.5, 4.0, 4.0, 3.0]"
Precious (2009),Drama,"[3.5, 4.0, 3.0]"
Bad Lieutenant: Port of Call New Orleans (2009),Crime|Drama,"[2.5, 2.0]"
"Twilight Saga: New Moon, The (2009)",Drama|Fantasy|Horror|Romance|Thriller,"[3.0, 2.5, 1.5, 2.0, 2.0, 4.0, 2.5, 3.5, 3.0]"
Derailed (2002),Action|Thriller,[0.5]
"Messenger, The (2009)",Drama|Romance|War,[3.5]
Ninja Assassin (2009),Action|Crime|Drama|Thriller,"[4.5, 4.0, 4.0]"
Cell 211 (Celda 211) (2009),Action|Drama,[4.5]
"Patriot, The (1998)",Action|Thriller,[3.5]
Teenage Mutant Ninja Turtles: Turtles Forever (2009),Action|Adventure|Animation|Comedy|Thriller,[3.0]
Merry Madagascar (2009),Animation,[3.0]
Brothers (2009),Drama|Thriller|War,"[3.5, 4.0, 4.0, 2.5, 3.5]"
Garage (2007),Drama,[3.5]
"Blind Side, The  (2009)",Drama,"[3.0, 4.0, 4.5, 4.5, 3.5, 4.0, 4.0, 1.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.5, 2.0, 5.0, 4.0, 1.5, 1.5, 4.5, 5.0, 3.0, 5.0, 3.5, 3.5, 4.0, 4.0, 4.0, 3.5]"
Mickey's Once Upon a Christmas (1999),Animation|Comedy|Fantasy,[5.0]
Shrink (2009),Drama,[2.0]
Old Dogs (2009),Comedy,[0.5]
Planet 51 (2009),Adventure|Animation|Children|Comedy|Sci-Fi,"[4.0, 3.5, 1.5]"
Earthlings (2006),Documentary,[4.0]
"Single Man, A (2009)",Drama,"[3.5, 4.0, 4.0]"
"Lovely Bones, The (2009)",Crime|Drama|Fantasy|Horror|Thriller,"[3.0, 3.5, 3.0]"
Invictus (2009),Drama,"[4.0, 3.0, 5.0, 3.0, 4.0, 4.0, 4.0]"
"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance,"[3.5, 3.5, 4.5, 5.0, 2.0, 4.0, 4.5, 3.5, 3.5, 4.0, 3.5, 3.5]"
"Peacekeeper, The (1997)",Action,[1.0]
Did You Hear About the Morgans? (2009),Comedy|Crime|Drama|Romance,[3.0]
Snow White (1916),Fantasy|Romance,[3.5]
Alice (2009),Action|Adventure|Fantasy,[4.0]
Avatar (2009),Action|Adventure|Sci-Fi|IMAX,"[2.5, 3.0, 4.0, 4.0, 3.5, 5.0, 2.5, 2.0, 4.5, 4.0, 5.0, 3.5, 4.0, 4.5, 3.0, 3.0, 4.0, 5.0, 2.0, 4.0, 5.0, 4.5, 4.5, 1.5, 2.5, 4.0, 1.0, 5.0, 4.0, 2.5, 5.0, 3.0, 4.0, 2.5, 4.0, 2.0, 4.0, 2.0, 4.5, 3.0, 2.0, 4.0, 4.0, 5.0, 4.0, 3.0, 4.5, 3.5, 4.0, 3.5, 4.0, 3.5, 4.0, 3.5, 3.0, 2.5, 5.0, 4.0, 4.0, 4.5, 3.0, 4.5, 0.5, 3.0, 4.0, 4.0, 5.0, 3.0, 3.0, 5.0, 5.0, 4.5, 4.0, 4.5, 1.5, 3.0, 5.0, 4.0, 4.5, 1.0, 3.0, 3.0, 5.0, 5.0, 3.5, 4.0, 3.0, 1.0, 5.0, 4.0, 3.5, 3.0, 2.5, 4.0, 3.5, 3.0, 4.5]"
It's Complicated (2009),Comedy|Romance,"[1.5, 4.0, 3.5, 2.0]"
Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,"[3.0, 4.5, 2.5, 5.0, 5.0, 4.0, 3.0, 5.0, 2.0, 4.0, 3.5, 5.0, 5.0, 3.5, 4.5, 2.5, 4.5, 4.0, 3.5, 3.5, 3.5, 3.0, 4.5, 3.5, 3.0, 2.5, 4.0, 3.0, 4.0, 3.5, 3.0, 3.5, 4.0, 3.0, 3.0, 4.0, 4.5, 5.0, 5.0, 4.0, 3.5, 3.5, 4.0, 4.5, 4.5, 4.5, 4.0, 3.5, 4.0, 5.0, 4.5, 4.0, 3.5, 4.5, 5.0, 3.5, 3.0, 3.5]"
Crazy Heart (2009),Drama|Romance,"[3.5, 4.0, 5.0, 4.0, 4.0]"
Alvin and the Chipmunks: The Squeakquel (2009),Animation|Children|Comedy|Musical,"[5.0, 2.0, 1.0]"
American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),Comedy,"[2.0, 1.5, 3.0]"
Sorority Babes in the Slimeball Bowl-O-Rama (1988),Comedy|Horror,[2.5]
Pontypool (2008),Horror|Thriller,"[3.5, 4.0]"
Youth in Revolt (2009),Comedy|Drama|Romance,"[3.0, 0.5, 4.5, 3.0, 4.0]"
Daybreakers (2010),Action|Drama|Horror|Thriller,"[3.5, 2.5, 3.5, 3.5, 4.0, 3.5]"
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama,"[5.0, 2.0]"
Leap Year (2010),Comedy|Romance,"[3.0, 2.0, 3.0, 0.5, 3.5]"
"Book of Eli, The (2010)",Action|Adventure|Drama,"[3.5, 3.5, 4.5, 3.5, 2.5, 4.0, 3.5, 3.5, 2.0, 2.0, 3.5, 3.5, 3.5, 3.5, 2.5, 3.5]"
"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",Action|Crime|Mystery,"[4.5, 5.0, 4.0, 4.0, 3.5]"
"Prophet, A (Un Prophète) (2009)",Crime|Drama,"[4.0, 4.0, 5.0, 4.0]"
Staten Island (2009),Crime|Drama,[1.5]
"Maiden Heist, The (2009)",Comedy|Crime,[2.5]
Blood: The Last Vampire (2009),Action|Horror|Thriller,[2.0]
MacGyver: Lost Treasure of Atlantis (1994),Action|Adventure,[3.5]
Pekka ja Pätkä Suezilla (1958),Comedy,[3.5]
Bart Got a Room (2008),Comedy|Romance,[3.5]
Project A 2 ('A' gai wak juk jap) (1987),Action|Comedy|Crime,"[2.5, 5.0]"
Robin-B-Hood (Bo bui gai wak) (2006),Action|Comedy|Drama,[3.0]
"Concert, Le (2009)",Comedy|Drama,[3.0]
Ninja (2009),Action|Crime|Drama|Thriller,[3.0]
Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),Adventure|Children|Comedy|Fantasy,[4.0]
"Chaser, The (Chugyeogja) (2008)",Crime|Drama|Thriller,[3.0]
Meantime (1984),Comedy|Drama,[5.0]
"Rudolph, the Red-Nosed Reindeer (1964)",Adventure|Animation|Children|Fantasy|Musical,"[4.0, 4.5, 3.0]"
"Dennis the Menace Christmas, A (2007)",Comedy,[1.5]
Undisputed II: Last Man Standing (2006),Action|Crime|Drama,[4.0]
3 Idiots (2009),Comedy|Drama|Romance,"[4.5, 5.0]"
Legion (2010),Action|Fantasy|Horror|Thriller,"[2.0, 3.0, 3.5]"
Stan Helsing (2009),Comedy|Horror,"[1.0, 1.0]"
Peter Pan (1960),Children|Fantasy|Musical,[3.5]
Wicked City (Yôjû toshi) (1987),Animation|Fantasy|Horror|Sci-Fi,[2.5]
When in Rome (2010),Comedy|Romance,"[1.0, 4.0, 2.0, 3.0]"
"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama,[5.0]
Triangle (2009),Drama|Horror|Mystery|Thriller,"[3.5, 4.5]"
I Love You Phillip Morris (2009),Comedy|Drama|Romance,"[2.5, 0.5]"
Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance,"[5.0, 4.5]"
Temple Grandin (2010),Drama,"[4.5, 4.5, 4.5, 4.0]"
"Captain Newman, M.D. (1963)",Comedy|Drama|War,[4.5]
"House of the Devil, The (2009)",Horror|Thriller,[4.0]
Valentine's Day (2010),Comedy|Romance,"[3.0, 3.0, 2.0]"
"Wolfman, The (2010)",Horror|Thriller,"[0.5, 4.0]"
Shutter Island (2010),Drama|Mystery|Thriller,"[4.0, 4.5, 4.5, 2.5, 4.5, 4.0, 4.0, 4.5, 3.0, 4.5, 4.0, 4.5, 5.0, 5.0, 3.5, 4.0, 5.0, 1.0, 5.0, 4.5, 2.0, 3.5, 3.5, 4.0, 4.0, 5.0, 4.5, 4.0, 2.5, 3.5, 4.0, 4.5, 4.5, 2.5, 5.0, 5.0, 5.0, 4.0, 4.5, 0.5, 5.0, 4.0, 5.0, 4.5, 3.0, 4.5, 4.5, 4.5, 4.0, 4.5, 4.0, 4.5, 5.0, 2.5, 3.5, 4.5, 4.0, 5.0, 3.5, 3.0, 4.5, 4.0, 5.0, 3.0, 3.5, 4.5, 4.5]"
Persuasion (2007),Drama|Romance,"[2.0, 4.5, 3.5]"
"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller,"[4.5, 5.0, 3.5, 4.0]"
Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,"[2.0, 2.5, 2.5, 2.5, 3.5, 0.5, 3.0]"
Cop Out (2010),Action|Comedy|Crime,"[5.0, 2.5, 0.5, 1.5, 3.0]"
"Ghost Writer, The (2010)",Drama|Mystery|Thriller,"[4.0, 4.0, 3.0, 3.5, 3.0, 4.5, 4.5]"
"Secret of Kells, The (2009)",Animation|Fantasy,"[3.5, 4.5]"
"Spy Next Door, The (2010)",Action|Children|Comedy,[2.0]
Agora (2009),Adventure|Drama|Romance,[4.0]
Motherhood (2009),Comedy,[1.0]
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),Action|Sci-Fi,"[4.0, 3.5]"
"Yes Men Fix the World, The (2009)",Documentary,[4.0]
Mike Bassett: England Manager (2001),Comedy,[4.0]
"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,"[3.5, 5.0, 1.5, 3.5]"
Dear John (2010),Drama|Romance|War,[3.5]
Last Train Home (2009),Documentary|Drama,[3.0]
Tooth Fairy (2010),Comedy|Fantasy,"[2.5, 2.0, 2.0]"
Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery,"[4.5, 5.0]"
[REC]² (2009),Horror|Thriller,"[3.0, 4.5, 3.5]"
"Room, The (2003)",Comedy|Drama|Romance,"[5.0, 5.0, 1.0]"
Alice in Wonderland (2010),Adventure|Fantasy|IMAX,"[3.5, 2.5, 0.5, 5.0, 4.0, 2.0, 3.0, 3.0, 4.0, 2.0, 1.5, 3.0, 4.0, 2.5, 3.0, 0.5, 2.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.5, 4.0, 2.0, 2.5, 2.5, 4.0]"
"Town Called Panic, A (Panique au village) (2009)",Animation,"[4.0, 3.5]"
Green Zone (2010),Action|Drama|Thriller|War,"[4.0, 3.5, 3.0, 3.5, 3.5, 4.0, 4.0, 3.0, 3.0]"
From Paris with Love (2010),Action|Crime,"[3.0, 2.0]"
Dorian Gray (2009),Drama|Horror|Sci-Fi,"[2.5, 3.0, 3.0, 3.0, 3.5]"
Greenberg (2010),Comedy|Drama,"[2.5, 2.0, 2.5]"
She's Out of My League (2010),Comedy,"[5.0, 3.0, 3.5, 4.0, 4.0, 0.5, 1.0, 4.0, 4.0]"
Harry Brown (2009),Crime|Drama|Thriller,"[4.0, 4.0]"
Remember Me (2010),Drama|Romance,[4.0]
"Burrowers, The (2008)",Horror|Thriller|Western,[3.0]
Frozen (2010),Drama|Horror|Thriller,"[3.0, 3.5]"
Generation X (1996),Action|Adventure|Sci-Fi,[1.5]
Little Ashes (2008),Drama,[2.5]
Our Family Wedding (2010),Comedy,[1.5]
"Bounty Hunter, The (2010)",Action|Comedy|Romance,"[3.0, 3.0, 3.0, 2.0, 2.5, 3.0]"
Leaves of Grass (2009),Comedy|Crime|Drama|Thriller,"[3.0, 3.5, 3.0]"
Women in Trouble (2009),Comedy,[2.0]
Mondo Cane (1962),Documentary,[2.0]
Repo Men (2010),Action|Sci-Fi|Thriller,"[4.5, 3.5, 3.5, 4.5, 3.0, 2.0]"
Case 39 (2009),Horror|Thriller,[0.5]
Oceans (Océans) (2009),Documentary|Drama,[4.0]
"Slammin' Salmon, The (2009)",Comedy,"[2.5, 4.5]"
Hot Tub Time Machine (2010),Comedy|Sci-Fi,"[3.0, 4.5, 3.5, 3.5, 3.5, 3.0, 2.0, 3.5, 4.0, 3.5, 2.0, 4.0, 4.0, 2.0, 3.5]"
Mother (Madeo) (2009),Crime|Drama|Mystery|Thriller,[5.0]
